gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,GAME_ID
0022400702,1610612752,New York,Knicks,NYK,knicks,1630574,Ariel,Hukporti,A. Hukporti,ariel-hukporti,,,,8:25,80.2,86.7,148.4,150.0,-68.1,-63.3,0.0,0.0,0.0,0.083,0.1,0.091,0.0,0.0,0.0,0.0,0.0,98.07,94.08,78.4,15.0,-0.055,0022400702
0022400702,1610612752,New York,Knicks,NYK,knicks,1630540,Miles,McBride,M. McBride,miles-mcbride,,,,25:34,112.2,117.9,111.2,117.2,1.1,0.6,0.05,1.0,11.1,0.0,0.029,0.016,11.1,0.5,0.5,0.121,0.123,112.59,106.99,89.16,56.0,0.038,0022400702
0022400702,1610612752,New York,Knicks,NYK,knicks,1629013,Landry,Shamet,L. Shamet,landry-shamet,,,,5:41,33.3,33.3,112.6,115.4,-79.3,-82.1,0.0,0.0,0.0,0.091,0.0,0.048,0.0,0.0,0.0,0.063,0.067,106.92,105.57,87.98,12.0,-0.033,0022400702
0022400702,1610612752,New York,Knicks,NYK,knicks,1626166,Cameron,Payne,C. Payne,cameron-payne,,,,11:03,89.4,92.6,108.5,112.5,-19.1,-19.9,0.333,0.0,28.6,0.0,0.071,0.033,0.0,0.5,0.5,0.156,0.161,114.7,110.7,92.25,27.0,0.138,0022400702
0022400702,1610612752,New York,Knicks,NYK,knicks,1630579,Jericho,Sims,J. Sims,jericho-sims,,,,0:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.43,127.43,106.19,0.0,0.0,0022400702
0022400702,1610612752,New York,Knicks,NYK,knicks,1642278,Tyler,Kolek,T. Kolek,tyler-kolek,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022400702
0022400702,1610612752,New York,Knicks,NYK,knicks,1630346,Matt,Ryan,M. Ryan,matt-ryan,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022400702
0022400703,1610612759,San Antonio,Spurs,SAS,spurs,1642264,Stephon,Castle,S. Castle,stephon-castle,F,,,28:08,100.9,98.6,106.1,107.2,-5.3,-8.7,0.278,1.0,17.9,0.031,0.152,0.092,17.9,0.588,0.573,0.295,0.313,117.85,118.6,98.83,70.0,0.113,0022400703
0022400703,1610612759,San Antonio,Spurs,SAS,spurs,203084,Harrison,Barnes,H. Barnes,harrison-barnes,F,,,27:00,82.9,82.8,111.1,114.1,-28.2,-31.3,0.0,0.0,0.0,0.0,0.156,0.082,40.0,0.667,0.667,0.074,0.075,115.27,113.78,94.81,64.0,0.04,0022400703
0022400703,1610612759,San Antonio,Spurs,SAS,spurs,1641705,Victor,Wembanyama,V. Wembanyama,victor-wembanyama,C,,,31:08,97.0,94.9,89.0,88.0,8.0,6.9,0.263,1.25,15.6,0.059,0.216,0.141,12.5,0.55,0.585,0.307,0.328,115.99,117.96,98.3,78.0,0.196,0022400703
